NomeMun,UF,CodMun,match_var,title,uf,uf_code,uf_code_multi,rua_camara,numero_camara,cep,email,url_interlegis,url_legislativo
Relvado,RS,4315453,Relvado_RS,Câmara Municipal de Relvado,RS,43,43000000,Rua das Hortências,57,95965-000,cmv@relvadors.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4145,
Restinga Sêca,RS,4315503,Restinga Sêca_RS,Câmara Municipal de Restinga Sêca,RS,43,43000000,Rua Francisco Giuliani,146,97200-000,camara@restingaseca.rs.leg.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4293,http://restingaseca.rs.leg.br
Rio dos Índios,RS,4315552,Rio dos Índios_RS,Câmara Municipal de Rio dos Índios,RS,43,43000000,Rua Pe. Manoel Gomes Gonzalez,,99610-000,cmv@slavenet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4105,
Rio Grande,RS,4315602,Rio Grande_RS,Câmara Municipal de Rio Grande,RS,43,43000000,Rua General Vitorino,,96200-310,cmrg@camara.riogrande.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4156,
Rio Pardo,RS,4315701,Rio Pardo_RS,Câmara Municipal de Rio Pardo,RS,43,43000000,Rua Andrade Neves,327,96640-000,camarariopardo@camarariopardo.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3859,http://www.camarariopardo.rs.gov.br
Riozinho,RS,4315750,Riozinho_RS,Câmara Municipal de Riozinho,RS,43,43000000,Rua Pascoal Brambilla,17,95695-000,criozinho@tca.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4124,
Roca Sales,RS,4315800,Roca Sales_RS,Câmara Municipal de Roca Sales,RS,43,43000000,Rua Eliseu Orlandini,51,95735-000,legrocasales@bewnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4146,
Rodeio Bonito,RS,4315909,Rodeio Bonito_RS,Câmara Municipal de Rodeio Bonito,RS,43,43000000,Rua Julio de Castilho,607,98360-000,camara.rodeiobonito@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4106,
Rolador,RS,4315958,Rolador_RS,Câmara Municipal de Rolador,RS,43,43000000,Av. João Batista,633,97843-000,camararolador@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4411,
Rolante,RS,4316006,Rolante_RS,Câmara Municipal de Rolante,RS,43,43000000,Avenida Borges de Medeiros,1,95690-000,camara@camararolante.tca.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4125,http://www.camararolante.com.br
Ronda Alta,RS,4316105,Ronda Alta_RS,Câmara Municipal de Ronda Alta,RS,43,43000000,Pç. Mose Missio s/nº ,,99670-000,camara@rondaalta.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4226,
Rondinha,RS,4316204,Rondinha_RS,Câmara Municipal de Rondinha,RS,43,43000000,Av. Sarandí,646,99590-000,camara@rondinha.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4107,
Roque Gonzales,RS,4316303,Roque Gonzales_RS,Câmara Municipal de Roque Gonzales,RS,43,43000000,Rua Marechal Castelo Branco,21,97970-000,cmvrg@viacom.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3949,
Rosário do Sul,RS,4316402,Rosário do Sul_RS,Câmara Municipal de Rosário do Sul,RS,43,43000000,Rua Amaro Souto,2718,97590-000,cvrosul@rosulonline.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3868,
Sagrada Família,RS,4316428,Sagrada Família_RS,Câmara Municipal de Sagrada Família,RS,43,43000000,Rua 20 de Março,63,98330-000,camarasf@mksnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3931,
Saldanha Marinho,RS,4316436,Saldanha Marinho_RS,Câmara Municipal de Saldanha Marinho,RS,43,43000000,Rua Egidio Véscia,288,98250-000,camarasaldanha@mksnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4056,http://www.camarasaldanha.rs.gov.br
Salto do Jacuí,RS,4316451,Salto do Jacuí_RS,Câmara Municipal de Salto do Jacuí,RS,43,43000000,Avenida Pio XII,1283,99440-000,camarasj@saltojacui.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4057,
Salvador das Missões,RS,4316477,Salvador das Missões_RS,Câmara Municipal de Salvador das Missões,RS,43,43000000,Rua do Cmércio,613,97940-000,cmsalvadormissoes@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3950,
Salvador do Sul,RS,4316501,Salvador do Sul_RS,Câmara Municipal de Salvador do Sul,RS,43,43000000,Av. Duque de Caxias,422,95750-000,camarasalvadorsul@uol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4172,
Sananduva,RS,4316600,Sananduva_RS,Câmara Municipal de Sananduva,RS,43,43000000,Av. Fiorentino Bachi,673,99840-000,camarasananduva@terra.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4302,
Santa Bárbara do Sul,RS,4316709,Santa Bárbara do Sul_RS,Câmara Municipal de Santa Bárbara do Sul,RS,43,43000000,Avenida Eduardo de Brito,29,98240-000,camsbs@comnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=214,
Santa Cecília do Sul,RS,4316733,Santa Cecília do Sul_RS,Câmara Municipal de Santa Cecília do Sul,RS,43,43000000,Rua Maximiliano de Almeida,276,99952-000,cmstacecilia@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4227,
Santa Clara do Sul,RS,4316758,Santa Clara do Sul_RS,Câmara Municipal de Santa Clara do Sul,RS,43,43000000,Rua Capitão Nicolau Klein,399,95915-000,camarastaclaradosul@msbnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4147,
Santa Cruz do Sul,RS,4316808,Santa Cruz do Sul_RS,Câmara Municipal de Santa Cruz do Sul,RS,43,43000000,Rua Fernando Abott,940,96810-010,camara@camarasantacruz.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4316,
Santa Maria,RS,4316907,Santa Maria_RS,Câmara Municipal de Santa Maria,RS,43,43000000,Rua Vale Machado nº1415  ,1415,97010-530,presidencia@camara-sm.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4375,http://www.camara-sm.rs.gov.br
Santa Maria do Herval,RS,4316956,Santa Maria do Herval_RS,Câmara Municipal de Santa Maria do Herval,RS,43,43000000,Rua Pedro Boufleur,25,93995-000,camarasmh@via-rs.net,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4126,
Santa Margarida do Sul,RS,4316972,Santa Margarida do Sul_RS,Câmara Municipal de Santa Margarida do Sul,RS,43,43000000,Avenida Serrinha nº 213,213,97335-000,camarastamargarida@sgnet-rs.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3869,
Santana da Boa Vista,RS,4317004,Santana da Boa Vista_RS,Câmara Municipal de Santana da Boa Vista,RS,43,43000000,Rua Independência,375,96590-000,camarasantana@farrapol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4435,http://www.santanadaboavista.rs.leg.br
Santa Rosa,RS,4317202,Santa Rosa_RS,Câmara Municipal de Santa Rosa,RS,43,43000000,Rua Guaporé,376,98900-000,imprensa@camarasantarosa.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4389,
Santa Tereza,RS,4317251,Santa Tereza_RS,Câmara Municipal de Santa Tereza,RS,43,43000000,Rua Amadeu Picinini,04,95715-000,camaramunicipal@santatereza.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3742,
Santa Vitória do Palmar,RS,4317301,Santa Vitória do Palmar_RS,Câmara Municipal de Santa Vitória do Palmar,RS,43,43000000,Rua Sete de Setembro,1901,96230-000,camara.svp@uol.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4157,
Santiago,RS,4317400,Santiago_RS,Câmara Municipal de Santiago,RS,43,43000000,Rua Bento Gonçalves,1642,97700-000,camaradesantiago@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4401,http://www.camaradesantiago.rs.gov.br
Santo Ângelo,RS,4317509,Santo Ângelo_RS,Câmara Municipal de Santo Ângelo,RS,43,43000000,Rua Antunes Ribas,,98801-630,camarasa@via-rs.net,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4412,http://www.camarasa.rs.gov.br
Santo Antônio do Palma,RS,4317558,Santo Antônio do Palma_RS,Câmara Municipal de Santo Antônio do Palma,RS,43,43000000,Av. 20 de março,808,99265-000,camara@pmpalma.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4228,
Santo Antônio da Patrulha,RS,4317608,Santo Antônio da Patrulha_RS,Câmara Municipal de Santo Antônio da Patrulha,RS,43,43000000,Av. Borges de Medeiros,602,95500-000,contato@camarasap.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4202,http://www.camarasap.rs.gov.br
Santo Antônio das Missões,RS,4317707,Santo Antônio das Missões_RS,Câmara Municipal de Santo Antônio das Missões,RS,43,43000000,Avenida Florduarte José Marques,6,97870-000,jnc0@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4413,
Santo Antônio do Planalto,RS,4317756,Santo Antônio do Planalto_RS,Câmara Municipal de Santo Antônio do Planalto,RS,43,43000000,Av. Jorge Muller,509,99525-000,cmvsap@dgnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3932,
Santo Augusto,RS,4317806,Santo Augusto_RS,Câmara Municipal de Santo Augusto,RS,43,43000000,R: Coronel Júlio Pereira Santos,465,98590-000,camara@camarasantoaugusto.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4023,
Santo Cristo,RS,4317905,Santo Cristo_RS,Câmara Municipal de Santo Cristo,RS,43,43000000,Rua 25 de Julho,133,98960-000,camara@assisnet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4390,
Santo Expedito do Sul,RS,4317954,Santo Expedito do Sul_RS,Câmara Municipal de Santo Expedito do Sul,RS,43,43000000,Av. José Pilonetto,,99895-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4303,
São Borja,RS,4318002,São Borja_RS,Câmara Municipal de São Borja,RS,43,43000000,Rua Olinto Arami Silva,1043,97670-000,camarasaoborja@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3884,http://scwww.camaraborja.rs.gov.br
São Domingos do Sul,RS,4318051,São Domingos do Sul_RS,Câmara Municipal de São Domingos do Sul,RS,43,43000000,Rua Monsenhor João Benvegnú,688,99270-000,camara@saodomingosdosul.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4229,
São Francisco de Assis,RS,4318101,São Francisco de Assis_RS,Câmara Municipal de São Francisco de Assis,RS,43,43000000,Rua Treze de Janeiro,535,97610-000,camarasaofranciscodeassis@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3885,
São Francisco de Paula,RS,4318200,São Francisco de Paula_RS,Câmara Municipal de São Francisco de Paula,RS,43,43000000,Rua Salgado Filho,105,95400-000,diretorialegislativacsfp@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3991,http://www.camarasfp.com.br
São Gabriel,RS,4318309,São Gabriel_RS,Câmara Municipal de São Gabriel,RS,43,43000000,Praça Dr. Fernando Abbott,,97300-000,camarasgadm@hotmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3871,http://www.cmsg.rs.gov.br
São Jerônimo,RS,4318408,São Jerônimo_RS,Câmara Municipal de São Jerônimo,RS,43,43000000,Rua Osvaldo Aranha,175,96700-000,cmsaojeronimo@terra.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4425,http://www.saojeronimo.rs.leg.br
São João da Urtiga,RS,4318424,São João da Urtiga_RS,Câmara Municipal de São João da Urtiga,RS,43,43000000,Avenida Professor Zeferino,765,99855-000,cvurtiga@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4304,http://www.saojoaodaurtiga.rs.leg.br
São João do Polêsine,RS,4318432,São João do Polêsine_RS,Câmara Municipal de São João do Polêsine,RS,43,43000000,Rua Elisa Sônego,1525,97230-000,camara@saojoaodopolesine.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4294,http://www.saojoaodopolesine.rs.leg.br
São Jorge,RS,4318440,São Jorge_RS,Câmara Municipal de São Jorge,RS,43,43000000,Av. Daltro Filho,901,95365-000,legislativo@saojorge.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4000,
São José das Missões,RS,4318457,São José das Missões_RS,Câmara Municipal de São José das Missões,RS,43,43000000,Rua 19 de Março,240,98325-000,camara@saojosedasmissoes.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3933,http://www.camarasjm.rs.gov.br
São José do Herval,RS,4318465,São José do Herval_RS,Câmara Municipal de São José do Herval,RS,43,43000000,Rua Frei Alfredo,179,99380-000,camaravereadoressjh@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4441,
São José do Herval,RS,4318465,São José do Herval_RS,Câmara Municipal de São José do Herval,RS,43,43000000,Rua Frei Alfredo,179,99380-000,camaravereadoressjh@gmail.com,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4441%0A,
São José do Hortêncio,RS,4318481,São José do Hortêncio_RS,Câmara Municipal de São José do Hortêncio,RS,43,43000000,Rua 33,128,95755-000,administracao@ivoti.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4173,
São José do Inhacorá,RS,4318499,São José do Inhacorá_RS,Câmara Municipal de São José do Inhacorá,RS,43,43000000,Avenida Leopoldo Rockembach,399,98958-000,cmv@sjinhacora.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4391,
São José do Norte,RS,4318507,São José do Norte_RS,Câmara Municipal de São José do Norte,RS,43,43000000,Rua Dr. Álvaro Costa,30,96225-000,administracao@camarasjnorte.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4158,http://www.camarasjnorte.rs.gov.br
São José do Ouro,RS,4318606,São José do Ouro_RS,Câmara Municipal de São José do Ouro,RS,43,43000000,Av. Antônio Finco,330,99870-000,camara@pmouro.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4305,
São José do Sul,RS,4318614,São José do Sul_RS,Câmara Municipal de São José do Sul,RS,43,43000000,Rua Edmundo Lothario Kunrath,221,95478-000,camarasjs@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4174,
São José dos Ausentes,RS,4318622,São José dos Ausentes_RS,Câmara Municipal de São José dos Ausentes,RS,43,43000000,Rua Professor Eduardo Inácio Pereira,442,95280-000,camara@saojosedosausentes.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3992,
São Leopoldo,RS,4318705,São Leopoldo_RS,Câmara Municipal de São Leopoldo,RS,43,43000000,Rua Independência,66,93010-001,presidencia@camarasaoleopoldo.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4262,
São Lourenço do Sul,RS,4318804,São Lourenço do Sul_RS,Câmara Municipal de São Lourenço do Sul,RS,43,43000000,Av. Mal. Floriano Peixoto,1892,92170-000,camarasls@terra.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4243,http://www.camaralourenciana.com.br
São Luiz Gonzaga,RS,4318903,São Luiz Gonzaga_RS,Câmara Municipal de São Luiz Gonzaga,RS,43,43000000,Rua Salvador Pinheiro,1574,97800-000,cvereadores@viacom.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4414,http://www.camarasaoluiz.com.br
São Luiz Gonzaga,RS,4318903,São Luiz Gonzaga_RS,Câmara Municipal de São Luiz Gonzaga,RS,43,43000000,Rua Salvador Pinheiro,1574,97800-000,cvereadores@viacom.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4414%0A,http://www.camarasaoluiz.com.br
São Marcos,RS,4319000,São Marcos_RS,Câmara Municipal de São Marcos,RS,43,43000000,Av. Venâncio Aires,720,95190-000,imprensa@camarasaomarcos.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3743,http://www.saomarcos-rs.com.br
São Martinho,RS,4319109,São Martinho_RS,Câmara Municipal de São Martinho,RS,43,43000000,Rua Osvaldo de Souza,124,98690-000,poderlegislativo@vivanet.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4365,
São Martinho da Serra,RS,4319125,São Martinho da Serra_RS,Câmara Municipal de São Martinho da Serra,RS,43,43000000,Av. 24 de Janeiro,962,97190-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4376,
São Miguel das Missões,RS,4319158,São Miguel das Missões_RS,Câmara Municipal de São Miguel das Missões,RS,43,43000000,Rua 29 de Abril,55,98865-000,camara.saomiguel@sol.psi.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4415,
São Nicolau,RS,4319208,São Nicolau_RS,Câmara Municipal de São Nicolau,RS,43,43000000,Rua Senador Daniel Krieger,1342,97880-000,camaracmv@viacom.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4416,
São Paulo das Missões,RS,4319307,São Paulo das Missões_RS,Câmara Municipal de São Paulo das Missões,RS,43,43000000,Rua Independência,536,97980-000,,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3951,
São Pedro da Serra,RS,4319356,São Pedro da Serra_RS,Câmara Municipal de São Pedro da Serra,RS,43,43000000,Avenida Duque de Caxias,1,95758-000,camara@saopedrodaserra.rs.gov.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=4175,
São Pedro das Missões,RS,4319364,São Pedro das Missões_RS,Câmara Municipal de São Pedro das Missões,RS,43,43000000,Rua 13 de maio,,98323-000,cvspmrs@yahoo.com.br,http://www.interlegis.leg.br/institucional/casas-conveniadas/casas_legislativas/casa_view?id=3934,
